6.95	6.37
9.05	6.61
11.05	7.31
4.95	5.68
10	7.46
8	6.77
11.1	7.91
14.1	8.94
13	12.74
9	7.11
11	7.81
14	8.84
6	6.08
5.9	5.98
3.9	5.29
10.95	7.76
13.95	8.79
11.9	8.05
4	5.39
12	8.15
7	6.42
5	5.73
14	13.74
10	8.11
12	8.81
15	9.84
5.05	5.23
9.95	7.41
7	7.08
5	6.39
9	6.46
7	5.77
12	11.74
8	6.11
10	6.81
13	7.84
5	5.08
3	4.39
11	7.15
6	5.42
4	4.73
10.1	7.56
8.1	6.87
13.1	12.84
4.05	4.89
12.05	7.65
9.1	7.21
11	8.46
9	7.77
6.1	6.18
4.1	5.49
12.1	8.25
10.9	7.71
13.9	8.74
7.1	6.52
7.9	6.67
13	9.15
8	7.42
6	6.73
12.9	12.64
8.9	7.01
6.9	6.32
4.9	5.63
10.05	6.96
8.05	6.27
13.05	12.24
14.05	8.34
6.05	5.58
7.05	5.92
7.95	6.72
12.95	12.69
8.95	7.06
5.95	6.03
3.95	5.34
5.1	5.83
9.9	7.36
11.95	8.1
